RID,DESIGN_ROW,SCENARIO,SEQ,pref1,a1_x1,a1_x2,a1_x3,a1_x4,a2_x1,a2_x2,a2_x3,a2_x4,a3_x1,a3_x2,a3_x3,a3_x4
253536,7,9,9,2,3,2,1,3,1,3,2,4,1,1,1,1
253536,9,6,6,2,2,1,3,3,3,2,1,4,1,1,1,1
253536,6,3,3,1,3,1,2,2,1,2,3,3,1,1,1,1
253536,4,7,7,2,1,2,3,2,2,3,1,3,1,1,1,1
253536,14,4,4,1,3,1,1,5,1,2,2,6,1,1,1,1
253536,5,5,5,2,2,3,1,2,3,1,2,3,1,1,1,1
253536,2,2,2,2,2,2,2,1,3,3,3,2,1,1,1,1
253536,10,1,1,2,2,1,2,4,3,2,3,5,1,1,1,1
253536,13,8,8,1,2,3,3,5,3,1,1,6,1,1,1,1
253849,4,8,8,1,1,2,3,2,2,3,1,3,1,1,1,1
253849,1,1,1,3,1,1,1,1,2,2,2,2,1,1,1,1
253849,12,5,5,3,1,3,1,4,2,1,2,5,1,1,1,1
253849,11,2,2,3,3,2,3,4,1,3,1,5,1,1,1,1
253849,17,4,4,3,1,1,3,6,2,2,1,1,1,1,1,1
253849,5,6,6,3,2,3,1,2,3,1,2,3,1,1,1,1
253849,7,9,9,3,3,2,1,3,1,3,2,4,1,1,1,1
253849,18,7,7,2,2,2,1,6,3,3,2,1,1,1,1,1
253849,3,3,3,3,3,3,3,1,1,1,1,2,1,1,1,1
253904,13,2,2,1,2,3,3,5,3,1,1,6,1,1,1,1
253904,11,5,5,1,3,2,3,4,1,3,1,5,1,1,1,1
253904,17,1,1,2,1,1,3,6,2,2,1,1,1,1,1,1
253904,1,8,8,2,1,1,1,1,2,2,2,2,1,1,1,1
253904,8,9,9,1,1,3,2,3,2,1,3,4,1,1,1,1
253904,10,6,6,1,2,1,2,4,3,2,3,5,1,1,1,1
253904,16,3,3,1,3,3,2,6,1,1,3,1,1,1,1,1
253904,2,7,7,1,2,2,2,1,3,3,3,2,1,1,1,1
253904,14,4,4,2,3,1,1,5,1,2,2,6,1,1,1,1
254045,2,7,7,1,2,2,2,1,3,3,3,2,1,1,1,1
254045,6,3,3,1,3,1,2,2,1,2,3,3,1,1,1,1
254045,17,9,9,2,1,1,3,6,2,2,1,1,1,1,1,1
254045,7,6,6,1,3,2,1,3,1,3,2,4,1,1,1,1
254045,9,4,4,2,2,1,3,3,3,2,1,4,1,1,1,1
254045,12,2,2,2,1,3,1,4,2,1,2,5,1,1,1,1
254045,3,5,5,1,3,3,3,1,1,1,1,2,1,1,1,1
254045,15,1,1,1,1,2,2,5,2,3,3,6,1,1,1,1
254045,11,8,8,1,3,2,3,4,1,3,1,5,1,1,1,1
254130,8,4,4,1,1,3,2,3,2,1,3,4,1,1,1,1
254130,6,9,9,3,3,1,2,2,1,2,3,3,1,1,1,1
254130,10,6,6,1,2,1,2,4,3,2,3,5,1,1,1,1
254130,9,3,3,2,2,1,3,3,3,2,1,4,1,1,1,1
254130,15,7,7,1,1,2,2,5,2,3,3,6,1,1,1,1
254130,13,8,8,3,2,3,3,5,3,1,1,6,1,1,1,1
254130,18,5,5,2,2,2,1,6,3,3,2,1,1,1,1,1
254130,4,2,2,2,1,2,3,2,2,3,1,3,1,1,1,1
254130,5,1,1,1,2,3,1,2,3,1,2,3,1,1,1,1
254283,11,8,8,3,3,2,3,4,1,3,1,5,1,1,1,1
254283,16,1,1,2,3,3,2,6,1,1,3,1,1,1,1,1
254283,12,2,2,3,1,3,1,4,2,1,2,5,1,1,1,1
254283,14,5,5,3,3,1,1,5,1,2,2,6,1,1,1,1
254283,1,4,4,2,1,1,1,1,2,2,2,2,1,1,1,1
254283,8,7,7,3,1,3,2,3,2,1,3,4,1,1,1,1
254283,3,3,3,2,3,3,3,1,1,1,1,2,1,1,1,1
254283,4,6,6,1,1,2,3,2,2,3,1,3,1,1,1,1
254283,2,9,9,2,2,2,2,1,3,3,3,2,1,1,1,1
254345,14,4,4,2,3,1,1,5,1,2,2,6,1,1,1,1
254345,12,9,9,2,1,3,1,4,2,1,2,5,1,1,1,1
254345,3,6,6,1,3,3,3,1,1,1,1,2,1,1,1,1
254345,16,3,3,1,3,3,2,6,1,1,3,1,1,1,1,1
254345,10,7,7,1,2,1,2,4,3,2,3,5,1,1,1,1
254345,1,8,8,2,1,1,1,1,2,2,2,2,1,1,1,1
254345,6,5,5,2,3,1,2,2,1,2,3,3,1,1,1,1
254345,7,2,2,2,3,2,1,3,1,3,2,4,1,1,1,1
254345,9,1,1,1,2,1,3,3,3,2,1,4,1,1,1,1
254440,18,4,4,2,2,2,1,6,3,3,2,1,1,1,1,1
254440,6,9,9,1,3,1,2,2,1,2,3,3,1,1,1,1
254440,4,6,6,2,1,2,3,2,2,3,1,3,1,1,1,1
254440,17,3,3,2,1,1,3,6,2,2,1,1,1,1,1,1
254440,12,7,7,1,1,3,1,4,2,1,2,5,1,1,1,1
254440,2,8,8,1,2,2,2,1,3,3,3,2,1,1,1,1
254440,13,5,5,2,2,3,3,5,3,1,1,6,1,1,1,1
254440,15,2,2,2,1,2,2,5,2,3,3,6,1,1,1,1
254440,5,1,1,1,2,3,1,2,3,1,2,3,1,1,1,1
254456,17,8,8,2,1,1,3,6,2,2,1,1,1,1,1,1
254456,7,2,2,1,3,2,1,3,1,3,2,4,1,1,1,1
254456,8,5,5,2,1,3,2,3,2,1,3,4,1,1,1,1
254456,14,1,1,1,3,1,1,5,1,2,2,6,1,1,1,1
254456,10,4,4,1,2,1,2,4,3,2,3,5,1,1,1,1
254456,13,7,7,2,2,3,3,5,3,1,1,6,1,1,1,1
254456,9,3,3,2,2,1,3,3,3,2,1,4,1,1,1,1
254456,18,9,9,2,2,2,1,6,3,3,2,1,1,1,1,1
254456,3,6,6,1,3,3,3,1,1,1,1,2,1,1,1,1
254493,15,4,4,1,1,2,2,5,2,3,3,6,1,1,1,1
254493,10,6,6,1,2,1,2,4,3,2,3,5,1,1,1,1
254493,14,9,9,3,3,1,1,5,1,2,2,6,1,1,1,1
254493,2,7,7,2,2,2,2,1,3,3,3,2,1,1,1,1
254493,1,3,3,2,1,1,1,1,2,2,2,2,1,1,1,1
254493,9,8,8,1,2,1,3,3,3,2,1,4,1,1,1,1
254493,11,1,1,1,3,2,3,4,1,3,1,5,1,1,1,1
254493,16,2,2,2,3,3,2,6,1,1,3,1,1,1,1,1
254493,5,5,5,2,2,3,1,2,3,1,2,3,1,1,1,1
254561,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1
254561,3,5,5,2,3,3,3,1,1,1,1,2,1,1,1,1
254561,18,1,1,2,2,2,1,6,3,3,2,1,1,1,1,1
254561,7,8,8,1,3,2,1,3,1,3,2,4,1,1,1,1
254561,6,3,3,1,3,1,2,2,1,2,3,3,1,1,1,1
254561,12,7,7,1,1,3,1,4,2,1,2,5,1,1,1,1
254561,17,9,9,2,1,1,3,6,2,2,1,1,1,1,1,1
254561,5,6,6,1,2,3,1,2,3,1,2,3,1,1,1,1
254561,8,4,4,1,1,3,2,3,2,1,3,4,1,1,1,1
254772,15,2,2,1,1,2,2,5,2,3,3,6,1,1,1,1
254772,4,5,5,1,1,2,3,2,2,3,1,3,1,1,1,1
254772,13,1,1,1,2,3,3,5,3,1,1,6,1,1,1,1
254772,8,8,8,1,1,3,2,3,2,1,3,4,1,1,1,1
254772,1,9,9,2,1,1,1,1,2,2,2,2,1,1,1,1
254772,3,6,6,1,3,3,3,1,1,1,1,2,1,1,1,1
254772,12,7,7,2,1,3,1,4,2,1,2,5,1,1,1,1
254772,16,3,3,1,3,3,2,6,1,1,3,1,1,1,1,1
254772,11,4,4,1,3,2,3,4,1,3,1,5,1,1,1,1
255020,10,4,4,1,2,1,2,4,3,2,3,5,1,1,1,1
255020,6,9,9,1,3,1,2,2,1,2,3,3,1,1,1,1
255020,14,6,6,1,3,1,1,5,1,2,2,6,1,1,1,1
255020,16,7,7,2,3,3,2,6,1,1,3,1,1,1,1,1
255020,13,3,3,1,2,3,3,5,3,1,1,6,1,1,1,1
255020,5,8,8,1,2,3,1,2,3,1,2,3,1,1,1,1
255020,9,5,5,2,2,1,3,3,3,2,1,4,1,1,1,1
255020,11,2,2,2,3,2,3,4,1,3,1,5,1,1,1,1
255020,4,1,1,2,1,2,3,2,2,3,1,3,1,1,1,1
255096,18,4,4,2,2,2,1,6,3,3,2,1,1,1,1,1
255096,10,7,7,2,2,1,2,4,3,2,3,5,1,1,1,1
255096,7,3,3,1,3,2,1,3,1,3,2,4,1,1,1,1
255096,16,9,9,1,3,3,2,6,1,1,3,1,1,1,1,1
255096,4,6,6,2,1,2,3,2,2,3,1,3,1,1,1,1
255096,5,8,8,1,2,3,1,2,3,1,2,3,1,1,1,1
255096,15,2,2,1,1,2,2,5,2,3,3,6,1,1,1,1
255096,17,5,5,2,1,1,3,6,2,2,1,1,1,1,1,1
255096,2,1,1,2,2,2,2,1,3,3,3,2,1,1,1,1
255812,11,4,4,1,3,2,3,4,1,3,1,5,1,1,1,1
255812,2,6,6,2,2,2,2,1,3,3,3,2,1,1,1,1
255812,12,9,9,2,1,3,1,4,2,1,2,5,1,1,1,1
255812,1,3,3,1,1,1,1,1,2,2,2,2,1,1,1,1
255812,14,7,7,1,3,1,1,5,1,2,2,6,1,1,1,1
255812,18,8,8,1,2,2,1,6,3,3,2,1,1,1,1,1
255812,15,1,1,1,1,2,2,5,2,3,3,6,1,1,1,1
255812,7,5,5,1,3,2,1,3,1,3,2,4,1,1,1,1
255812,17,2,2,2,1,1,3,6,2,2,1,1,1,1,1,1
255904,6,4,4,1,3,1,2,2,1,2,3,3,1,1,1,1
255904,10,9,9,1,2,1,2,4,3,2,3,5,1,1,1,1
255904,12,6,6,1,1,3,1,4,2,1,2,5,1,1,1,1
255904,7,7,7,1,3,2,1,3,1,3,2,4,1,1,1,1
255904,8,3,3,1,1,3,2,3,2,1,3,4,1,1,1,1
255904,2,8,8,1,2,2,2,1,3,3,3,2,1,1,1,1
255904,9,2,2,2,2,1,3,3,3,2,1,4,1,1,1,1
255904,3,5,5,2,3,3,3,1,1,1,1,2,1,1,1,1
255904,13,1,1,2,2,3,3,5,3,1,1,6,1,1,1,1
256179,3,1,1,2,3,3,3,1,1,1,1,2,1,1,1,1
256179,13,5,5,2,2,3,3,5,3,1,1,6,1,1,1,1
256179,15,2,2,1,1,2,2,5,2,3,3,6,1,1,1,1
256179,14,8,8,1,3,1,1,5,1,2,2,6,1,1,1,1
256179,16,6,6,3,3,3,2,6,1,1,3,1,1,1,1,1
256179,1,9,9,1,1,1,1,1,2,2,2,2,1,1,1,1
256179,11,3,3,2,3,2,3,4,1,3,1,5,1,1,1,1
256179,9,7,7,2,2,1,3,3,3,2,1,4,1,1,1,1
256179,18,4,4,2,2,2,1,6,3,3,2,1,1,1,1,1
256195,6,8,8,1,3,1,2,2,1,2,3,3,1,1,1,1
256195,17,2,2,2,1,1,3,6,2,2,1,1,1,1,1,1
256195,4,5,5,1,1,2,3,2,2,3,1,3,1,1,1,1
256195,5,1,1,2,2,3,1,2,3,1,2,3,1,1,1,1
256195,18,4,4,2,2,2,1,6,3,3,2,1,1,1,1,1
256195,3,7,7,1,3,3,3,1,1,1,1,2,1,1,1,1
256195,13,3,3,1,2,3,3,5,3,1,1,6,1,1,1,1
256195,12,9,9,1,1,3,1,4,2,1,2,5,1,1,1,1
256195,15,6,6,1,1,2,2,5,2,3,3,6,1,1,1,1
256283,11,4,4,1,3,2,3,4,1,3,1,5,1,1,1,1
256283,2,3,3,1,2,2,2,1,3,3,3,2,1,1,1,1
256283,15,7,7,1,1,2,2,5,2,3,3,6,1,1,1,1
256283,17,9,9,2,1,1,3,6,2,2,1,1,1,1,1,1
256283,4,6,6,2,1,2,3,2,2,3,1,3,1,1,1,1
256283,16,8,8,2,3,3,2,6,1,1,3,1,1,1,1,1
256283,10,2,2,2,2,1,2,4,3,2,3,5,1,1,1,1
256283,18,5,5,2,2,2,1,6,3,3,2,1,1,1,1,1
256283,8,1,1,1,1,3,2,3,2,1,3,4,1,1,1,1
256334,3,8,8,2,3,3,3,1,1,1,1,2,1,1,1,1
256334,1,5,5,1,1,1,1,1,2,2,2,2,1,1,1,1
256334,7,2,2,1,3,2,1,3,1,3,2,4,1,1,1,1
256334,13,1,1,2,2,3,3,5,3,1,1,6,1,1,1,1
256334,2,4,4,1,2,2,2,1,3,3,3,2,1,1,1,1
256334,6,9,9,1,3,1,2,2,1,2,3,3,1,1,1,1
256334,9,6,6,2,2,1,3,3,3,2,1,4,1,1,1,1
256334,10,7,7,1,2,1,2,4,3,2,3,5,1,1,1,1
256334,14,3,3,1,3,1,1,5,1,2,2,6,1,1,1,1
256978,18,5,5,2,2,2,1,6,3,3,2,1,1,1,1,1
256978,11,2,2,3,3,2,3,4,1,3,1,5,1,1,1,1
256978,12,1,1,1,1,3,1,4,2,1,2,5,1,1,1,1
256978,17,8,8,2,1,1,3,6,2,2,1,1,1,1,1,1
256978,16,9,9,3,3,3,2,6,1,1,3,1,1,1,1,1
256978,10,6,6,3,2,1,2,4,3,2,3,5,1,1,1,1
256978,9,7,7,2,2,1,3,3,3,2,1,4,1,1,1,1
256978,5,3,3,1,2,3,1,2,3,1,2,3,1,1,1,1
256978,8,4,4,3,1,3,2,3,2,1,3,4,1,1,1,1
257112,8,1,1,1,1,3,2,3,2,1,3,4,1,1,1,1
257112,4,5,5,2,1,2,3,2,2,3,1,3,1,1,1,1
257112,5,2,2,1,2,3,1,2,3,1,2,3,1,1,1,1
257112,7,8,8,1,3,2,1,3,1,3,2,4,1,1,1,1
257112,11,6,6,3,3,2,3,4,1,3,1,5,1,1,1,1
257112,3,9,9,2,3,3,3,1,1,1,1,2,1,1,1,1
257112,12,3,3,3,1,3,1,4,2,1,2,5,1,1,1,1
257112,1,7,7,1,1,1,1,1,2,2,2,2,1,1,1,1
257112,2,4,4,1,2,2,2,1,3,3,3,2,1,1,1,1
257126,6,2,2,1,3,1,2,2,1,2,3,3,1,1,1,1
257126,18,5,5,2,2,2,1,6,3,3,2,1,1,1,1,1
257126,15,1,1,1,1,2,2,5,2,3,3,6,1,1,1,1
257126,9,8,8,2,2,1,3,3,3,2,1,4,1,1,1,1
257126,10,9,9,2,2,1,2,4,3,2,3,5,1,1,1,1
257126,3,6,6,1,3,3,3,1,1,1,1,2,1,1,1,1
257126,8,7,7,2,1,3,2,3,2,1,3,4,1,1,1,1
257126,14,3,3,1,3,1,1,5,1,2,2,6,1,1,1,1
257126,13,4,4,2,2,3,3,5,3,1,1,6,1,1,1,1
257151,6,9,9,1,3,1,2,2,1,2,3,3,1,1,1,1
257151,13,6,6,2,2,3,3,5,3,1,1,6,1,1,1,1
257151,11,7,7,3,3,2,3,4,1,3,1,5,1,1,1,1
257151,2,3,3,1,2,2,2,1,3,3,3,2,1,1,1,1
257151,4,4,4,2,1,2,3,2,2,3,1,3,1,1,1,1
257151,16,5,5,1,3,3,2,6,1,1,3,1,1,1,1,1
257151,5,2,2,1,2,3,1,2,3,1,2,3,1,1,1,1
257151,17,1,1,2,1,1,3,6,2,2,1,1,1,1,1,1
257151,15,8,8,3,1,2,2,5,2,3,3,6,1,1,1,1
257192,7,1,1,1,3,2,1,3,1,3,2,4,1,1,1,1
257192,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1
257192,9,5,5,2,2,1,3,3,3,2,1,4,1,1,1,1
257192,5,8,8,1,2,3,1,2,3,1,2,3,1,1,1,1
257192,3,6,6,1,3,3,3,1,1,1,1,2,1,1,1,1
257192,17,9,9,2,1,1,3,6,2,2,1,1,1,1,1,1
257192,14,3,3,1,3,1,1,5,1,2,2,6,1,1,1,1
257192,4,7,7,2,1,2,3,2,2,3,1,3,1,1,1,1
257192,2,4,4,1,2,2,2,1,3,3,3,2,1,1,1,1
257196,12,1,1,3,1,3,1,4,2,1,2,5,1,1,1,1
257196,6,2,2,3,3,1,2,2,1,2,3,3,1,1,1,1
257196,13,5,5,3,2,3,3,5,3,1,1,6,1,1,1,1
257196,11,8,8,3,3,2,3,4,1,3,1,5,1,1,1,1
257196,1,3,3,3,1,1,1,1,2,2,2,2,1,1,1,1
257196,14,7,7,3,3,1,1,5,1,2,2,6,1,1,1,1
257196,16,6,6,3,3,3,2,6,1,1,3,1,1,1,1,1
257196,7,9,9,3,3,2,1,3,1,3,2,4,1,1,1,1
257196,10,4,4,3,2,1,2,4,3,2,3,5,1,1,1,1
257203,11,7,7,3,3,2,3,4,1,3,1,5,1,1,1,1
257203,18,3,3,2,2,2,1,6,3,3,2,1,1,1,1,1
257203,13,9,9,3,2,3,3,5,3,1,1,6,1,1,1,1
257203,7,6,6,3,3,2,1,3,1,3,2,4,1,1,1,1
257203,8,4,4,3,1,3,2,3,2,1,3,4,1,1,1,1
257203,9,5,5,3,2,1,3,3,3,2,1,4,1,1,1,1
257203,12,2,2,3,1,3,1,4,2,1,2,5,1,1,1,1
257203,15,1,1,3,1,2,2,5,2,3,3,6,1,1,1,1
257203,1,8,8,2,1,1,1,1,2,2,2,2,1,1,1,1
257232,14,4,4,1,3,1,1,5,1,2,2,6,1,1,1,1
257232,5,7,7,3,2,3,1,2,3,1,2,3,1,1,1,1
257232,13,3,3,3,2,3,3,5,3,1,1,6,1,1,1,1
257232,4,6,6,3,1,2,3,2,2,3,1,3,1,1,1,1
257232,9,9,9,3,2,1,3,3,3,2,1,4,1,1,1,1
257232,12,8,8,3,1,3,1,4,2,1,2,5,1,1,1,1
257232,10,1,1,3,2,1,2,4,3,2,3,5,1,1,1,1
257232,8,5,5,3,1,3,2,3,2,1,3,4,1,1,1,1
257232,17,2,2,3,1,1,3,6,2,2,1,1,1,1,1,1
257445,13,9,9,3,2,3,3,5,3,1,1,6,1,1,1,1
257445,2,7,7,1,2,2,2,1,3,3,3,2,1,1,1,1
257445,7,3,3,1,3,2,1,3,1,3,2,4,1,1,1,1
257445,15,6,6,3,1,2,2,5,2,3,3,6,1,1,1,1
257445,11,8,8,3,3,2,3,4,1,3,1,5,1,1,1,1
257445,6,4,4,1,3,1,2,2,1,2,3,3,1,1,1,1
257445,16,1,1,2,3,3,2,6,1,1,3,1,1,1,1,1
257445,3,2,2,1,3,3,3,1,1,1,1,2,1,1,1,1
257445,1,5,5,2,1,1,1,1,2,2,2,2,1,1,1,1
257448,12,8,8,1,1,3,1,4,2,1,2,5,1,1,1,1
257448,6,6,6,1,3,1,2,2,1,2,3,3,1,1,1,1
257448,7,7,7,1,3,2,1,3,1,3,2,4,1,1,1,1
257448,8,9,9,2,1,3,2,3,2,1,3,4,1,1,1,1
257448,2,3,3,2,2,2,2,1,3,3,3,2,1,1,1,1
257448,4,2,2,2,1,2,3,2,2,3,1,3,1,1,1,1
257448,18,5,5,2,2,2,1,6,3,3,2,1,1,1,1,1
257448,17,4,4,2,1,1,3,6,2,2,1,1,1,1,1,1
257448,16,1,1,1,3,3,2,6,1,1,3,1,1,1,1,1
257460,5,1,1,1,2,3,1,2,3,1,2,3,1,1,1,1
257460,10,4,4,1,2,1,2,4,3,2,3,5,1,1,1,1
257460,14,5,5,2,3,1,1,5,1,2,2,6,1,1,1,1
257460,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1
257460,3,3,3,1,3,3,3,1,1,1,1,2,1,1,1,1
257460,12,9,9,2,1,3,1,4,2,1,2,5,1,1,1,1
257460,15,7,7,1,1,2,2,5,2,3,3,6,1,1,1,1
257460,9,6,6,1,2,1,3,3,3,2,1,4,1,1,1,1
257460,7,8,8,2,3,2,1,3,1,3,2,4,1,1,1,1
257902,3,4,4,1,3,3,3,1,1,1,1,2,1,1,1,1
257902,17,1,1,2,1,1,3,6,2,2,1,1,1,1,1,1
257902,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1
257902,13,5,5,1,2,3,3,5,3,1,1,6,1,1,1,1
257902,2,7,7,1,2,2,2,1,3,3,3,2,1,1,1,1
257902,9,9,9,2,2,1,3,3,3,2,1,4,1,1,1,1
257902,6,3,3,1,3,1,2,2,1,2,3,3,1,1,1,1
257902,10,8,8,1,2,1,2,4,3,2,3,5,1,1,1,1
257902,15,6,6,2,1,2,2,5,2,3,3,6,1,1,1,1
257960,8,2,2,1,1,3,2,3,2,1,3,4,1,1,1,1
257960,15,5,5,1,1,2,2,5,2,3,3,6,1,1,1,1
257960,11,4,4,2,3,2,3,4,1,3,1,5,1,1,1,1
257960,18,1,1,2,2,2,1,6,3,3,2,1,1,1,1,1
257960,3,8,8,2,3,3,3,1,1,1,1,2,1,1,1,1
257960,9,6,6,2,2,1,3,3,3,2,1,4,1,1,1,1
257960,2,7,7,1,2,2,2,1,3,3,3,2,1,1,1,1
257960,4,9,9,2,1,2,3,2,2,3,1,3,1,1,1,1
257960,5,3,3,1,2,3,1,2,3,1,2,3,1,1,1,1
257969,12,6,6,1,1,3,1,4,2,1,2,5,1,1,1,1
257969,16,8,8,2,3,3,2,6,1,1,3,1,1,1,1,1
257969,14,9,9,1,3,1,1,5,1,2,2,6,1,1,1,1
257969,17,7,7,2,1,1,3,6,2,2,1,1,1,1,1,1
257969,13,3,3,2,2,3,3,5,3,1,1,6,1,1,1,1
257969,6,2,2,1,3,1,2,2,1,2,3,3,1,1,1,1
257969,10,5,5,1,2,1,2,4,3,2,3,5,1,1,1,1
257969,18,4,4,2,2,2,1,6,3,3,2,1,1,1,1,1
257969,7,1,1,1,3,2,1,3,1,3,2,4,1,1,1,1
258025,15,4,4,3,1,2,2,5,2,3,3,6,1,1,1,1
258025,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1
258025,8,2,2,1,1,3,2,3,2,1,3,4,1,1,1,1
258025,7,5,5,1,3,2,1,3,1,3,2,4,1,1,1,1
258025,18,7,7,2,2,2,1,6,3,3,2,1,1,1,1,1
258025,17,9,9,2,1,1,3,6,2,2,1,1,1,1,1,1
258025,3,3,3,2,3,3,3,1,1,1,1,2,1,1,1,1
258025,6,8,8,2,3,1,2,2,1,2,3,3,1,1,1,1
258025,2,6,6,2,2,2,2,1,3,3,3,2,1,1,1,1
258061,12,8,8,2,1,3,1,4,2,1,2,5,1,1,1,1
258061,4,6,6,2,1,2,3,2,2,3,1,3,1,1,1,1
258061,5,3,3,1,2,3,1,2,3,1,2,3,1,1,1,1
258061,13,7,7,2,2,3,3,5,3,1,1,6,1,1,1,1
258061,14,9,9,1,3,1,1,5,1,2,2,6,1,1,1,1
258061,9,5,5,2,2,1,3,3,3,2,1,4,1,1,1,1
258061,8,2,2,1,1,3,2,3,2,1,3,4,1,1,1,1
258061,11,1,1,2,3,2,3,4,1,3,1,5,1,1,1,1
258061,16,4,4,1,3,3,2,6,1,1,3,1,1,1,1,1
258151,14,5,5,3,3,1,1,5,1,2,2,6,1,1,1,1
258151,10,2,2,2,2,1,2,4,3,2,3,5,1,1,1,1
258151,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1
258151,4,4,4,2,1,2,3,2,2,3,1,3,1,1,1,1
258151,12,8,8,1,1,3,1,4,2,1,2,5,1,1,1,1
258151,18,6,6,2,2,2,1,6,3,3,2,1,1,1,1,1
258151,6,3,3,1,3,1,2,2,1,2,3,3,1,1,1,1
258151,17,7,7,2,1,1,3,6,2,2,1,1,1,1,1,1
258151,3,9,9,2,3,3,3,1,1,1,1,2,1,1,1,1
258264,15,2,2,3,1,2,2,5,2,3,3,6,1,1,1,1
258264,1,5,5,2,1,1,1,1,2,2,2,2,1,1,1,1
258264,10,4,4,1,2,1,2,4,3,2,3,5,1,1,1,1
258264,2,1,1,2,2,2,2,1,3,3,3,2,1,1,1,1
258264,11,8,8,3,3,2,3,4,1,3,1,5,1,1,1,1
258264,13,6,6,3,2,3,3,5,3,1,1,6,1,1,1,1
258264,8,7,7,3,1,3,2,3,2,1,3,4,1,1,1,1
258264,7,9,9,1,3,2,1,3,1,3,2,4,1,1,1,1
258264,16,3,3,2,3,3,2,6,1,1,3,1,1,1,1,1
258324,18,5,5,2,2,2,1,6,3,3,2,1,1,1,1,1
258324,2,2,2,1,2,2,2,1,3,3,3,2,1,1,1,1
258324,5,1,1,1,2,3,1,2,3,1,2,3,1,1,1,1
258324,9,4,4,2,2,1,3,3,3,2,1,4,1,1,1,1
258324,12,8,8,1,1,3,1,4,2,1,2,5,1,1,1,1
258324,16,6,6,1,3,3,2,6,1,1,3,1,1,1,1,1
258324,4,3,3,2,1,2,3,2,2,3,1,3,1,1,1,1
258324,13,7,7,2,2,3,3,5,3,1,1,6,1,1,1,1
258324,17,9,9,2,1,1,3,6,2,2,1,1,1,1,1,1
258384,10,3,3,1,2,1,2,4,3,2,3,5,1,1,1,1
258384,5,7,7,1,2,3,1,2,3,1,2,3,1,1,1,1
258384,1,9,9,2,1,1,1,1,2,2,2,2,1,1,1,1
258384,7,8,8,1,3,2,1,3,1,3,2,4,1,1,1,1
258384,6,6,6,1,3,1,2,2,1,2,3,3,1,1,1,1
258384,14,1,1,1,3,1,1,5,1,2,2,6,1,1,1,1
258384,8,4,4,1,1,3,2,3,2,1,3,4,1,1,1,1
258384,15,5,5,1,1,2,2,5,2,3,3,6,1,1,1,1
258384,3,2,2,1,3,3,3,1,1,1,1,2,1,1,1,1
258470,13,3,3,1,2,3,3,5,3,1,1,6,1,1,1,1
258470,14,7,7,1,3,1,1,5,1,2,2,6,1,1,1,1
258470,15,9,9,1,1,2,2,5,2,3,3,6,1,1,1,1
258470,18,8,8,1,2,2,1,6,3,3,2,1,1,1,1,1
258470,17,6,6,1,1,1,3,6,2,2,1,1,1,1,1,1
258470,11,1,1,1,3,2,3,4,1,3,1,5,1,1,1,1
258470,9,4,4,2,2,1,3,3,3,2,1,4,1,1,1,1
258470,2,5,5,2,2,2,2,1,3,3,3,2,1,1,1,1
258470,8,2,2,1,1,3,2,3,2,1,3,4,1,1,1,1
258505,10,1,1,2,2,1,2,4,3,2,3,5,1,1,1,1
258505,1,4,4,1,1,1,1,1,2,2,2,2,1,1,1,1
258505,4,5,5,1,1,2,3,2,2,3,1,3,1,1,1,1
258505,3,2,2,1,3,3,3,1,1,1,1,2,1,1,1,1
258505,6,3,3,2,3,1,2,2,1,2,3,3,1,1,1,1
258505,12,7,7,1,1,3,1,4,2,1,2,5,1,1,1,1
258505,5,9,9,1,2,3,1,2,3,1,2,3,1,1,1,1
258505,16,8,8,2,3,3,2,6,1,1,3,1,1,1,1,1
258505,11,6,6,2,3,2,3,4,1,3,1,5,1,1,1,1
266038,16,9,9,1,3,3,2,6,1,1,3,1,1,1,1,1
266038,5,7,7,1,2,3,1,2,3,1,2,3,1,1,1,1
266038,7,3,3,1,3,2,1,3,1,3,2,4,1,1,1,1
266038,13,6,6,1,2,3,3,5,3,1,1,6,1,1,1,1
266038,11,8,8,2,3,2,3,4,1,3,1,5,1,1,1,1
266038,9,4,4,2,2,1,3,3,3,2,1,4,1,1,1,1
266038,17,1,1,2,1,1,3,6,2,2,1,1,1,1,1,1
266038,8,2,2,1,1,3,2,3,2,1,3,4,1,1,1,1
266038,3,5,5,1,3,3,3,1,1,1,1,2,1,1,1,1
266046,18,2,2,2,2,2,1,6,3,3,2,1,1,1,1,1
266046,1,5,5,2,1,1,1,1,2,2,2,2,1,1,1,1
266046,13,4,4,3,2,3,3,5,3,1,1,6,1,1,1,1
266046,15,1,1,3,1,2,2,5,2,3,3,6,1,1,1,1
266046,6,6,6,1,3,1,2,2,1,2,3,3,1,1,1,1
266046,10,8,8,3,2,1,2,4,3,2,3,5,1,1,1,1
266046,3,9,9,2,3,3,3,1,1,1,1,2,1,1,1,1
266046,11,7,7,3,3,2,3,4,1,3,1,5,1,1,1,1
266046,8,3,3,3,1,3,2,3,2,1,3,4,1,1,1,1
266086,12,4,4,1,1,3,1,4,2,1,2,5,1,1,1,1
